name,series_id,serial_number,rarity
"Touma, Incredible Power",24,RG/W26-012,U
"Accelerator, Experiment Candidate",24,RG/W26-013,U
"""ITEM"" Takitsubo",24,RG/W26-014,U
"Misaka, No. 9982 of the Mass Production",24,RG/W26-015,U
Frenda Seivelun,24,RG/W26-016,U
"Accelerator, No-Mercy Personality",24,RG/W26-017,U
"""Meltdowner"" Mugino",24,RG/W26-018,U
"""Touma Kamijou"" Touma",24,RG/W26-019,U
Doll Bomb,24,RG/W26-030,U
Testament,24,RG/W26-031,U
"""Level 1"" Uiharu",24,RG/W26-041,U
"Saten & Uiharu, Good Friend",24,RG/W26-042,U
"Uiharu, Daydreaming",24,RG/W26-043,U
Saten in Living Room Wear,24,RG/W26-044,U
"Saten, Gossiping",24,RG/W26-045,U
Searching for Stored Value Card,24,RG/W26-053,U
"Mikoto, Good Grade",24,RG/W26-064,U
"Mikoto, Good Sport Reflexes",24,RG/W26-065,U
"Kuroko, Full of Justice",24,RG/W26-066,U
"Kuroko, Serious about Work",24,RG/W26-067,U
"Mikoto, Determination on the Bridge",24,RG/W26-068,U
Mikoto at the Hospital,24,RG/W26-069,U
"""Academy City"" Mikoto",24,RG/W26-070,U
"Sicily, Field Trip Feel",25,DG/SE17-03,C
"""Seat of Overlord"" Sicily",25,DG/SE17-04,C
"Sicily, Present from Celestia",25,DG/SE17-05,C
"""Overlord"" Sicily",25,DG/SE17-06,C
Birth of New Overlord,25,DG/SE17-07,C
"Etna, Player 2 Character",25,DG/SE17-13,C
"Flonne, Fallen Angel of Love",25,DG/SE17-14,C
"Zenoris, Mysterious Demon",25,DG/SE17-15,C
" ""Emergency Revival"" Pure Flonne",25,DG/SE17-16,C
"Etna, Meanie Demon",25,DG/SE17-17,C
"Etna, Dumbfounded",25,DG/SE17-18,C
"""Rampaging Treasure"" Zenoris",25,DG/SE17-19,C
Conversation Between Big Brother and Little Sister,25,DG/SE17-20,C
Netherworld Enveloped by Love,25,DG/SE17-21,C
Reborn Krichevskoy,25,DG/SE17-27,C
"""Voluptuous"" Laharl-chan",25,DG/SE17-28,C
"""Dignity of Overlord"" Laharl",25,DG/SE17-29,C
"""Sadistic"" Etna",25,DG/SE17-30,C
Laharl-chan,25,DG/SE17-31,C
"Laharl, New Overlord",25,DG/SE17-32,C
"Laharl-chan, Idol Overlord",25,DG/SE17-33,C
"Barbara, Demon Waiting instructions",25,DG/SE17-34,C
Next Episode Preview,25,DG/SE17-35,C
Eternal Idol,25,DG/SE17-36,C
Disgaea D2,25,DG/SE17-P01,PR
"""Little Sister Aura"" Sicily",25,DG/SE17-01,R
"Sicily, Mysterious Angel",25,DG/SE17-02,R
"Flonne, Preacher of Love",25,DG/SE17-08,R
"Etna, Cute Little Demon",25,DG/SE17-09,R
"Pure Flonne, Awakened Angel",25,DG/SE17-10,R
"""Majin of Aloofness"" Etna",25,DG/SE17-11,R
Prinnigar X,25,DG/SE17-12,R
"Laharl, Egocentric Overlord",25,DG/SE17-22,R
"Etna, Sharp Tsukkomi",25,DG/SE17-23,R
"Laharl, Leader of the Netherworld",25,DG/SE17-24,R
"Flonne, Loves Tokusatsu",25,DG/SE17-25,R
"Laharl, Son of the Last Overlord",25,DG/SE17-26,R
"Rebecca, Speeding Through the Sky",26,DD/WE17-06,C
"Couvert, Lord of Pastillage",26,DD/WE17-07,C
"Rebecca, Flying-Type Hero",26,DD/WE17-08,C
"Couvert, Apprentice Lord",26,DD/WE17-09,C
"Rebecca, Putting Her Hair Down",26,DD/WE17-10,C
Rebecca Anderson,26,DD/WE17-11,C
"Couvert, Heavenly Spear Coumars",26,DD/WE17-12,C
"Couvert, Mage Type",26,DD/WE17-13,C
"Rebecca, Demon Crystal",26,DD/WE17-14,C
Valerio Calvados,26,DD/WE17-15,C
Brave Connect,26,DD/WE17-16,C
"Witch Cannon, Supreme Demon King Mode",26,DD/WE17-17,C
Garnet Spark,26,DD/WE17-18,C
"Nanami, One Summer Adventure",26,DD/WE17-22,C
"Leo, Acting Lord of Galette",26,DD/WE17-23,C
"Nanami, Master And Rival",26,DD/WE17-24,C
Nanami Takatsuki,26,DD/WE17-25,C
Jaune & Vert,26,DD/WE17-26,C
"Leo, Lion King Samurai",26,DD/WE17-27,C
"Nanami, Wave-Riding Hero",26,DD/WE17-28,C
Hero Time,26,DD/WE17-29,C
Nanami's Hair-Grooming,26,DD/WE17-30,C
Wave Rider,26,DD/WE17-31,C
Isuka Makishima,26,DD/WE17-35,C
"Millhi, Summer Reunion",26,DD/WE17-36,C
"Cinque, Hero Crystal",26,DD/WE17-37,C
"Ecle, Awkward Feelings",26,DD/WE17-38,C
"Ecle, Battle of the Sealed Cave!",26,DD/WE17-39,C
"Millhi, Looking Up",26,DD/WE17-40,C
"Yukikaze, Summer Camp",26,DD/WE17-41,C
"Dalkian, Strongest in the Continent",26,DD/WE17-42,C
Change My Heart,26,DD/WE17-43,C
Shiny Heart Shiny Smile,26,DD/WE17-45,C
"Couvert, Admiration Kept Inside",26,DD/WE17-01,R
"Rebecca, Divine Sword Mercurius",26,DD/WE17-02,R
"Couvert, Welcoming",26,DD/WE17-03,R
"Adel, Hero Mask",26,DD/WE17-04,R
Couvert Eschenbach Pastillage,26,DD/WE17-05,R
"Noir, Summer Camp",26,DD/WE17-19,R
"Gaul, Hero Crystal",26,DD/WE17-20,R
"Leo, Millhi's Childhood Friend",26,DD/WE17-21,R
"Riko, Inventist",26,DD/WE17-32,R
"Yukikaze, Battle of the Sealed Cave!",26,DD/WE17-33,R
"Millhi, World Idol",26,DD/WE17-34,R
Heart Relation,26,DD/WE17-44,R
"Joe, Working",27,GG/S23-014,C
"Myta, Looking at the Sea of Fog",27,GG/S23-015,C
"Bellows, Disappointed",27,GG/S23-016,C
"Pinion, Memory of Older Brother",27,GG/S23-017,C
"Ridget, New Alliance Leader",27,GG/S23-018,C
"Oldham, Doctor",27,GG/S23-019,C
"Ridget, Questioning",27,GG/S23-020,C
Sky Ladder,27,GG/S23-022,C
"Lukkage, Great Pirate",27,GG/S23-040,C
"Parinuri, Lukkage's Attendent",27,GG/S23-041,C
"Paraem, Lukkage's Attendent",27,GG/S23-042,C
"Chamber, Gravity Waver",27,GG/S23-043,C
"Lukkage, Rebellion",27,GG/S23-044,C
"Striker, Calling Itself God",27,GG/S23-045,C
Steelplate Chamber,27,GG/S23-046,C
Maximize Neuro-plus-powered,27,GG/S23-047,C
Happy Amy,27,GG/S23-064,C
"Grace, Following Amy",27,GG/S23-065,C
"Melty, Mischievous Kid",27,GG/S23-066,C
Saaya in Swimsuit,27,GG/S23-067,C
"Saaya, Composed Girl",27,GG/S23-068,C
Melty in Swimsuit,27,GG/S23-069,C
Amy in Swimsuit,27,GG/S23-070,C
Escape!,27,GG/S23-072,C
"Ledo, Trial-And-Error Smile",27,GG/S23-090,C
Ledo in the Cockpit,27,GG/S23-091,C
"Ledo, Pondering",27,GG/S23-092,C
"Kugel, Fake Reunion",27,GG/S23-093,C
"Hideauze, Process of Evolution",27,GG/S23-094,C
Hideauze,27,GG/S23-095,C
Hidden Truth,27,GG/S23-096,C
Ledo's Flute,27,GG/S23-097,C
New Alliance Leader,27,GG/S23-024,CC
Treasure Island Seen in the Dream,27,GG/S23-025,CC
"Shove It, Tinplate Bastard!",27,GG/S23-049,CC
Wave-Riding Lobster,27,GG/S23-050,CC
Ceremony of Friendship,27,GG/S23-074,CC
"Thus, Come Back!",27,GG/S23-075,CC
Confronting Pirates,27,GG/S23-099,CC
Young Man from the Sky,27,GG/S23-100,CC
Whomever Catches Fish Gets Fresh Water,27,GG/S23-023,CR
Deflector Beam,27,GG/S23-048,CR
Gargantia on the Verdurous Planet,27,GG/S23-073,CR
The Last Supporting Enlightenment,27,GG/S23-098,CR
Puchi-Bellows,27,GG/S23-106,PR
Puchi-Chamber,27,GG/S23-107,PR
Puchi-Amy,27,GG/S23-108,PR
Puchi-Ledo,27,GG/S23-109,PR
"Chamber-kun, Drifter",27,GG/S23-P01,PR
"Amy, Unable to Answer",27,GG/S23-P02,PR
Amy & Bellows in Swimsuits,27,GG/S23-P03,PR
"Ridget, Vice Representative of the Fleet",27,GG/S23-003,R
"Bellows, Surprised Look",27,GG/S23-004,R
Ridget in Swimsuit,27,GG/S23-005,R
"Bellows, Offering Advice",27,GG/S23-006,R
"Bellows, Carnival",27,GG/S23-007,R
"Striker, Battle Stance",27,GG/S23-028,R
"Chamber, Fishing",27,GG/S23-029,R
"Chamber, Carrying Luggage",27,GG/S23-030,R
"Chamber, Tinplate General",27,GG/S23-031,R
"Lukkage, Wave Riding",27,GG/S23-032,R
"Amy, Bright Smiles",27,GG/S23-053,R
"Amy, Surprising Meeting",27,GG/S23-054,R
"Amy, Full of Interest",27,GG/S23-055,R
"Amy, Life on the Ship",27,GG/S23-056,R
"Amy, Dancer",27,GG/S23-057,R
"Ledo & Chamber, Under the Sky",27,GG/S23-078,R
"Ledo, Meditating",27,GG/S23-079,R
"Ledo, Unfamiliar Land",27,GG/S23-080,R
"Ledo, Farewell to the Favorite Ride",27,GG/S23-081,R
"Ledo, Collapse of Will",27,GG/S23-082,R
Ridget in Mourning,27,GG/S23-001,RR
"Bellows, Salvager",27,GG/S23-002,RR
"Chamber, Own Conclusion",27,GG/S23-026,RR
"Chamber, Machine Caliber",27,GG/S23-027,RR
"Amy, Messenger",27,GG/S23-051,RR
"Amy, Realized Feelings",27,GG/S23-052,RR
"Ledo, Young Man from the Sky",27,GG/S23-076,RR
"Ledo, Farewell to Galactic Alliance of Humankind",27,GG/S23-077,RR
"Ledo, the Drifter",27,GG/S23-101,TD
"Ledo, Moving Taste",27,GG/S23-102,TD
"Amy, Full of Curiosity",27,GG/S23-103,TD
Ledo & Chamber,27,GG/S23-104,TD
"Bellows, Big Sister Type",27,GG/S23-105,TD
Happy Amy,27,GG/S23-T01,TD
"Melty, Mischievous Kid",27,GG/S23-T02,TD
Saaya in Swimsuit,27,GG/S23-T03,TD
"Saaya, Composed Girl",27,GG/S23-T04,TD
Melty in Swimsuit,27,GG/S23-T05,TD
Amy in Swimsuit,27,GG/S23-T06,TD
Escape!,27,GG/S23-T07,TD
Ceremony of Friendship,27,GG/S23-T08,TD
"Ledo, Trial-And-Error Smile",27,GG/S23-T09,TD
Ledo in the Cockpit,27,GG/S23-T10,TD
"Ledo, Pondering",27,GG/S23-T11,TD
"Ledo, Alert Stance",27,GG/S23-T12,TD
Young Man from the Sky,27,GG/S23-T13,TD
Confronting Pirates,27,GG/S23-T14,TD
"Fairlock, Fleet Commander",27,GG/S23-008,U
"Bellows, Puzzled Eyes",27,GG/S23-009,U
"Pinion, Barbeque Party",27,GG/S23-010,U
"Bellows, One Request",27,GG/S23-011,U
"Pinion, Escaped",27,GG/S23-012,U
"Pinion, Frivolous One",27,GG/S23-013,U
Salvage,27,GG/S23-021,U
"Ledo & Chamber, Falling from the sky",27,GG/S23-033,U
"Chamber, Gathering Fresh Water",27,GG/S23-034,U
Lukkage Yunboro,27,GG/S23-035,U
"Chamber, Responding",27,GG/S23-036,U
"Chamber, Calm Day",27,GG/S23-037,U
"Chamber, Hunting Whalesquid",27,GG/S23-038,U
Chamber in Battle,27,GG/S23-039,U
"Bebel, Admiration for the Universe",27,GG/S23-058,U
"Amy, Running Up",27,GG/S23-059,U
"Amy, Impressed",27,GG/S23-060,U
"Amy, Smiling",27,GG/S23-061,U
"Melty, Making a Joke",27,GG/S23-062,U
"Saaya, Relaxing",27,GG/S23-063,U
Dried Foods,27,GG/S23-071,U
"Ledo, Life on the Ship",27,GG/S23-083,U
"Chamber, Mission to Fulfill",27,GG/S23-084,U
Young Hideauze Lifeform,27,GG/S23-085,U
"Kugel, Superior",27,GG/S23-086,U
Whalesquid,27,GG/S23-087,U
"Ledo, Strong Glare",27,GG/S23-088,U
"Ledo, Adventurer",27,GG/S23-089,U
"Minatsu, An Adult Brain?",28,DC3/WE16-08,C
"Kiyotaka, Considerate Feelings",28,DC3/WE16-09,C
"Himeno, Good at Cooking",28,DC3/WE16-10,C
"Yuuhi, Assistant to the Heard of Agency",28,DC3/WE16-11,C
"Ricca, Full of Motivation!",28,DC3/WE16-12,C
"Eri, Student Council President of Kazami Academy",28,DC3/WE16-13,C
"Himeno, The Path Home with the Two of Us",28,DC3/WE16-14,C
"Shiki, Sharp-Tongued",28,DC3/WE16-15,C
"Charles, Working Hard",28,DC3/WE16-16,C
"Mikoto, Single-Minded about Love",28,DC3/WE16-17,C
"Tomoe, Battle Type",28,DC3/WE16-18,C
"Charles, Straightforward Invitation",28,DC3/WE16-19,C
"Yuzu, Assistant to the Heard of Agency",28,DC3/WE16-20,C
"Ricca, Special Existence",28,DC3/WE16-21,C
Warm Place,28,DC3/WE16-22,C
The Place I Want to Always Be at,28,DC3/WE16-23,C
"Sara, Heart-Racing Delusions?",28,DC3/WE16-29,C
"Suginami, Good Rival",28,DC3/WE16-30,C
"Sara, Practice Together",28,DC3/WE16-31,C
"Aoi, Battle Preparation?",28,DC3/WE16-32,C
"Sakura, at the Promised Place",28,DC3/WE16-33,C
"Aoi, Battle Outfit!?",28,DC3/WE16-34,C
Under the Cherry Blossom Tree,28,DC3/WE16-35,C
Being Spoiled,28,DC3/WE16-36,C
"Ricca, Confident Proposal",28,DC3/WE16-01,R
"Charles, Full of Love",28,DC3/WE16-02,R
"Ricca, Red Thread of Fate",28,DC3/WE16-03,R
"Himeno, From Now on Always",28,DC3/WE16-04,R
"Ricca, Suddenly Closing in!",28,DC3/WE16-05,R
"Himeno, Unchanged Time",28,DC3/WE16-06,R
"Charles, Together Is Happiness",28,DC3/WE16-07,R
"Aoi, Like A Younger Sister",28,DC3/WE16-24,R
"Sakura, to the Place We Belong",28,DC3/WE16-25,R
"Aoi, Power Recharged!",28,DC3/WE16-26,R
"Sara, An Incredible Dream",28,DC3/WE16-27,R
"Sara, the Promise After School",28,DC3/WE16-28,R
Eri Ayase,29,LL/W24-016,C
Niko Yazawa,29,LL/W24-017,C
Hanayo Koizumi,29,LL/W24-018,C
Rin Hoshizora,29,LL/W24-019,C
Nozomi Toujou,29,LL/W24-020,C
Maki Nishikino,29,LL/W24-021,C
Honoka Kousaka,29,LL/W24-022,C
"Nozomi, Thinking of Friends",29,LL/W24-037,C
Arisa Ayase,29,LL/W24-038,C
"""Pretty"" Eri",29,LL/W24-039,C
Eri in Swimsuit,29,LL/W24-040,C
"Niko, Secretly Plotting",29,LL/W24-041,C
Eri in Maid Uniform,29,LL/W24-042,C
Nozomi in Maid Uniform,29,LL/W24-043,C
"Eri, Quarter Russian",29,LL/W24-044,C
"Umi, Explosion of Fantasizing",29,LL/W24-062,C
"Honoka, Daughter of a Japanese Candy Store",29,LL/W24-063,C
"""Minalinsky"" Kotori",29,LL/W24-064,C
Yukiho Kousaka,29,LL/W24-065,C
"Kotori, Daughter of the Trustee Chairperson",29,LL/W24-066,C
"Umi, Youth Days",29,LL/W24-067,C
Honoka in Swimsuit,29,LL/W24-068,C
"Honoka, Second-Year Student at Otonokizaka Academy",29,LL/W24-069,C
"Rin, Athletic Type",29,LL/W24-087,C
Alpaca,29,LL/W24-088,C
Rin in Swimsuit,29,LL/W24-089,C
Hanayo in Maid Uniform,29,LL/W24-090,C
"Hanayo, First-Year Student at Otonokizaka Academy",29,LL/W24-091,C
"Maki, Confident",29,LL/W24-092,C
"Rin, Gathering Material",29,LL/W24-093,C
"Hanayo, New Self",29,LL/W24-094,C
Our LIVE is LIFE with You,29,LL/W24-024,CC
Mermaid festa vol.1,29,LL/W24-025,CC
Things Truly Wanted to Be Done,29,LL/W24-049,CC
Tarot Reading,29,LL/W24-050,CC
Favorite Place,29,LL/W24-074,CC
You Are the Worst!,29,LL/W24-075,CC
Club Entry Declaration,29,LL/W24-099,CC
Girl in the Music Room,29,LL/W24-100,CC
Youth Can Surely Be Heard,29,LL/W24-023,CR
Work to Bring Smiles,29,LL/W24-048,CR
First Feelings,29,LL/W24-073,CR
Myu's Friends,29,LL/W24-098,CR
"""Our LIVE is LIFE with You"" Umi Sonoda",29,LL/W24-004,R
"""Our LIVE is LIFE with You"" Eri Ayase",29,LL/W24-005,R
"""Our LIVE is LIFE with You"" Kotori Minami",29,LL/W24-007,R
"""Our LIVE is LIFE with You"" Rin Hoshizora",29,LL/W24-008,R
"""Our LIVE is LIFE with You"" Niko Yazawa",29,LL/W24-009,R
"""Our LIVE is LIFE with You"" Hanayo Koizumi",29,LL/W24-010,R
"Nozomi, Spiritual Power",29,LL/W24-028,R
"Niko, Third-Year Student at Otonokizaka Academy",29,LL/W24-029,R
"Nozomi, Third-Year Student at Otonokizaka Academy",29,LL/W24-030,R
"Eri, Third-Year Student at Otonokizaka Academy",29,LL/W24-031,R
"Kotori, Vice-Leader Type",29,LL/W24-053,R
"Honoka, Energetic as Merit",29,LL/W24-054,R
"Honoka, Traction of Myu's",29,LL/W24-055,R
"Umi, Japanese Lady",29,LL/W24-056,R
"Hanayo, Rin's Childhood Friend",29,LL/W24-078,R
"Maki, Good at Singing",29,LL/W24-079,R
"Rin, Hanayo's Childhood Friend",29,LL/W24-080,R
"Maki, First-Year Student at Otonokizaka Academy",29,LL/W24-081,R
"""Our LIVE is LIFE with You"" Maki Nishikino",29,LL/W24-001,RR
"""Our LIVE is LIFE with You"" Honoka Kousaka",29,LL/W24-002,RR
"""Our LIVE is LIFE with You"" Nozomi Toujou",29,LL/W24-003,RR
"Eri, Student Council President",29,LL/W24-026,RR
"Niko, Idol Otaku",29,LL/W24-027,RR
"Kotori, Second-Year Student at Otonokizaka Academy",29,LL/W24-051,RR
"Umi, Second-Year Student at Otonokizaka Academy",29,LL/W24-052,RR
"Rin, First-Year Student at Otonokizaka Academy",29,LL/W24-076,RR
"Hanayo, Loves Idols",29,LL/W24-077,RR
"""Wonderful Rush"" Niko Yazawa",29,LL/W24-101,TD
"""Wonderful Rush"" Umi Sonoda",29,LL/W24-102,TD
"""Wonderful Rush"" Eri Ayase",29,LL/W24-103,TD
"""Wonderful Rush"" Maki Nishikino",29,LL/W24-104,TD
"""Wonderful Rush"" Nozomi Toujou",29,LL/W24-105,TD
"""Wonderful Rush"" Hanayo Koizumi",29,LL/W24-106,TD
"""Wonderful Rush"" Rin Hoshizora",29,LL/W24-107,TD
"""Wonderful Rush"" Kotori Minami",29,LL/W24-108,TD
"""Wonderful Rush"" Honoka Kousaka",29,LL/W24-109,TD
"""Oh,Love&Peace!"" Myu's",29,LL/W24-110,TD
Wonderful Rush,29,LL/W24-111,TD
"Umi, Explosion of Fantasizing",29,LL/W24-T01,TD
"Honoka, Daughter of a Japanese Candy Store",29,LL/W24-T02,TD
"Kotori, Daughter of the Trustee Chairperson",29,LL/W24-T03,TD
"Umi, Archery Club",29,LL/W24-T04,TD
"Honoka, Second-Year Student at Otonokizaka Academy",29,LL/W24-T05,TD
"""Meanie"" Kotori",29,LL/W24-T06,TD
Everyone Tree Climbing,29,LL/W24-T07,TD
First Feelings,29,LL/W24-T08,TD
Kotori Minami,29,LL/W24-011,U
Umi Sonoda,29,LL/W24-013,U
"""Us in the Moment"" �_'s",29,LL/W24-014,U
"Niko, Club President",29,LL/W24-032,U
Nozomi in Swimsuit,29,LL/W24-033,U
Niko in Maid Uniform,29,LL/W24-034,U
"Niko, Loves Mischiefs",29,LL/W24-035,U
"""Secret Talk"" Nozomi",29,LL/W24-036,U
Bliss,29,LL/W24-045,U
Everyone Taking A Bathe in the Sea,29,LL/W24-046,U
Memory of That Day,29,LL/W24-047,U
Umi in Maid Uniform,29,LL/W24-057,U
Honoka in Maid Uniform,29,LL/W24-058,U
"Umi, Archery Club",29,LL/W24-059,U
"Koroti, True Feelings",29,LL/W24-060,U
"""Meanie"" Kotori",29,LL/W24-061,U
Makeshift Disguise,29,LL/W24-070,U
Everyone Tree Climbing,29,LL/W24-071,U
Lack-of-Style Steps,29,LL/W24-072,U
"Maki, Prideful",29,LL/W24-082,U
"""Secret Talk"" Maki",29,LL/W24-083,U
Hanayo in Swimsuit,29,LL/W24-084,U
"Maki, Giving the Last Push",29,LL/W24-085,U
Rin in Maid Uniform,29,LL/W24-086,U
Doing Push-Ups While Smiling,29,LL/W24-095,U
Dream Since Childhood,29,LL/W24-096,U
Normal Practice Routine?,29,LL/W24-097,U
"Himawari, Shut-in Girl",30,VR/W22-012,C
"Himawari, Invitation to Study Gathering",30,VR/W22-013,C
"Himawari, Pallet Suits Equipped!",30,VR/W22-014,C
Operation! Vivid Yellow,30,VR/W22-015,C
Himawari (Sunflower) And Himawari,30,VR/W22-016,C
Nakid Collider,30,VR/W22-018,C
Wakaba in Casual Clothing,30,VR/W22-032,C
Mizuha Amagi,30,VR/W22-033,C
"Wakaba, Pallet Suits Equipped!",30,VR/W22-034,C
"Wakaba, Attendant to Himawari",30,VR/W22-035,C
"Wakaba, True Strength",30,VR/W22-036,C
Special Training Method of Tengen Rishin-ryu,30,VR/W22-038,C
"Momo, Hard Working",30,VR/W22-060,C
"Rei, Physical Ed Period",30,VR/W22-061,C
Mashiro Isshiki,30,VR/W22-062,C
"Rei, Granted Power",30,VR/W22-063,C
"Kenjirou, Great Scientist",30,VR/W22-064,C
"Akane, Newspaper Delivery",30,VR/W22-065,C
"Akane & Momo, Friendly Sisters",30,VR/W22-066,C
"Alone, Catastrophe for Mankind",30,VR/W22-067,C
"Rei, Mysterious Girl",30,VR/W22-068,C
"Akane, Near-Miss Hearts",30,VR/W22-069,C
"Rei, Girl of Parallel World",30,VR/W22-070,C
"Rei, Proof That I Am Myself",30,VR/W22-071,C
"Akane, Pallet Suits Equipped!",30,VR/W22-072,C
Feather-Shaped Birthmark,30,VR/W22-074,C
Yuuri Shijou,30,VR/W22-092,C
Aoi in Casula Clothing,30,VR/W22-093,C
"Aoi, Snack Time",30,VR/W22-094,C
"Aoi, First Battle",30,VR/W22-095,C
"Aoi, Pallet Suits Equipped!",30,VR/W22-096,C
Surprisingly Powerful,30,VR/W22-098,C
Vivid Collider,30,VR/W22-020,CC
Fun Competition,30,VR/W22-040,CC
Rei's Mission,30,VR/W22-076,CC
Vivid Punch,30,VR/W22-077,CC
Naked Rang,30,VR/W22-078,CC
"Vivid Momo, Operation!",30,VR/W22-079,CC
I Won't Say Goodbye,30,VR/W22-080,CC
Operation Key Appears!,30,VR/W22-100,CC
New Friends,30,VR/W22-019,CR
Vivid Blade,30,VR/W22-039,CR
Power to Save the World,30,VR/W22-075,CR
Naked Impact,30,VR/W22-099,CR
"Himawari, Physical Ed Period",30,VR/W22-003,R
"Akane, Docking with Himawari!",30,VR/W22-004,R
"Himawari, Loves Factory",30,VR/W22-005,R
Vivid Yellow,30,VR/W22-006,R
"Wakaba, Mastery",30,VR/W22-023,R
Operation! Vivid Green,30,VR/W22-024,R
Vivid Green,30,VR/W22-025,R
Wakaba Saegusa,30,VR/W22-026,R
"Rei, Blunt Replies",30,VR/W22-043,R
"Akane, Mayo Ramen",30,VR/W22-044,R
"Akane, Naive And Romantic",30,VR/W22-045,R
Operation! Vivid Red,30,VR/W22-046,R
"Akane, Always Positive",30,VR/W22-047,R
"Akane, Tent Type",30,VR/W22-048,R
"Rei, Destructor",30,VR/W22-049,R
Vivid Red,30,VR/W22-050,R
"Aoi, Graceful Girl",30,VR/W22-083,R
Aoi in Swimsuits,30,VR/W22-084,R
"Akane, Docking with Aoi!",30,VR/W22-085,R
Operation! Vvid Blue,30,VR/W22-086,R
"Himawari, Opening up Her Heart",30,VR/W22-001,RR
Himawari Shinomiya,30,VR/W22-002,RR
"Wakaba, Girl Who Hates Losing",30,VR/W22-021,RR
Texture on! Wakaba,30,VR/W22-022,RR
"Akane, Bright And Straight",30,VR/W22-041,RR
Akane Isshiki,30,VR/W22-042,RR
Vivid Blue,30,VR/W22-081,RR
Aoi Futaba,30,VR/W22-082,RR
"Akane, Snack Time",30,VR/W22-101,TD
"Momo, Heading to School",30,VR/W22-102,TD
"Akane, First Docking",30,VR/W22-103,TD
"Vivid Blue, Two Became One",30,VR/W22-104,TD
"Aoi, Power to Protect",30,VR/W22-105,TD
"Momo, Hard Working",30,VR/W22-T01,TD
"Kenjirou, Great Scientist",30,VR/W22-T02,TD
"Akane, Newspaper Delivery",30,VR/W22-T03,TD
"Rei, Mysterious Girl",30,VR/W22-T04,TD
"Akane, Near-Miss Hearts",30,VR/W22-T05,TD
"Akane, Pallet Suits Equipped!",30,VR/W22-T06,TD
Connected Hearts,30,VR/W22-T07,TD
Naked Rang,30,VR/W22-T08,TD
"Aoi, Confession of Truth",30,VR/W22-T09,TD
Aoi in Casual Clothing,30,VR/W22-T10,TD
"Aoi, Snack Time",30,VR/W22-T11,TD
"Aoi, First Battle",30,VR/W22-T12,TD
"Aoi, Pallet Suits Equipped!",30,VR/W22-T13,TD
Operation Key Appears!,30,VR/W22-T14,TD
Naked Impact,30,VR/W22-T15,TD
"Himawari, Genius Hacker",30,VR/W22-007,U
"Himawari, Reader Model",30,VR/W22-008,U
Himawari in Swimsuits,30,VR/W22-009,U
Texture on! Himawari,30,VR/W22-010,U
"Himawari, Full of Curiosity",30,VR/W22-011,U
Himawari's Camera,30,VR/W22-017,U
"Wakaba, Loves Cute Things",30,VR/W22-027,U
"Akane, Docking with Wakaba!",30,VR/W22-028,U
"Wakaba, Physical Ed Period",30,VR/W22-029,U
Wakaba in Swimsuits,30,VR/W22-030,U
"Wakaba, Good with Books And Martial Arts",30,VR/W22-031,U
Himawari's Bodyguard,30,VR/W22-037,U
"Akane, Center of Everyone",30,VR/W22-051,U
"Rei, Alone",30,VR/W22-052,U
"Crow, ""Their"" Herald",30,VR/W22-053,U
Rei in Swimsuits,30,VR/W22-054,U
"Rei, Docking with Akane!",30,VR/W22-055,U
"Akane, Looking Straight",30,VR/W22-056,U
"Rei, Near-Miss Hearts",30,VR/W22-057,U
"Alone, Mysterious Being",30,VR/W22-058,U
Rei Kuroki,30,VR/W22-059,U
Connected Hearts,30,VR/W22-073,U
"Aoi, Morning Special Training",30,VR/W22-087,U
"Aoi, Confession of Truth",30,VR/W22-088,U
"Aoi, Bento on the Rooftops",30,VR/W22-089,U
"Aoi, Especially Energetic",30,VR/W22-090,U
Texture on! Aoi,30,VR/W22-091,U
Operation Cocoon Break,30,VR/W22-097,U
"""Prime Suspect"" Yuiko",31,LB/W21-011,C
"""Time of Beginning"" Kyousuke",31,LB/W21-012,C
"""Yui-chan"" Yuiko",31,LB/W21-013,C
"""Muscle in Danger"" Masato",31,LB/W21-014,C
"""Things That Are Lost"" Komari",31,LB/W21-015,C
"""Marvelous Things"" Komari",31,LB/W21-016,C
"""Good Friends"" Komari & Rin",31,LB/W21-032,C
"""No.1 Pretty Girl within School"" Sasami",31,LB/W21-033,C
"""Transfer Female Student"" Kud",31,LB/W21-034,C
"""Kud's Roommate"" Kanata",31,LB/W21-035,C
"""Cause And Effect"" Haruka",31,LB/W21-036,C
"""Rampaging Weapons"" Rin",31,LB/W21-037,C
"""Muscle Sensation"" Masato",31,LB/W21-051,C
"""Bath with Big Sis"" Haruka",31,LB/W21-052,C
"""Widening World"" Mio",31,LB/W21-053,C
Yuiko Wearing An Apron,31,LB/W21-054,C
"The Other ""Mio Nishizono"", Midori",31,LB/W21-055,C
"""Spartan Committee Chairman"" Kanata",31,LB/W21-056,C
"""Kud's Mother"" Chernushka",31,LB/W21-072,C
"""Dream And Reality"" Mio & Midori",31,LB/W21-073,C
"""Watching Over the Future"" Koshiki",31,LB/W21-074,C
"""Living Like How I Wanted"" Kengo",31,LB/W21-075,C
Komari & Kud Wearing Aprons,31,LB/W21-076,C
"""Tentacles"" Kud",31,LB/W21-077,C
Invincible Kurugaya,31,LB/W21-020,CC
Awkward Friendship,31,LB/W21-040,CC
The Promise Made Back Then,31,LB/W21-060,CC
