203424,1015,7,2
203425,1015,8,2
203426,1015,9,2
203427,1015,10,8000
203428,1016,2,鍋 (Nabe)
203429,1016,1,音楽 (Music)
203430,1016,3,Soul
203431,1016,4,Character
203432,1016,5,Blue
203433,1016,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 For each other <<Nabe>> Character you have, this gains +500 Power.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Stage, you may put the top card of your Clock in the Waiting Room."
203434,1016,7,2
203435,1016,8,2
203436,1016,9,3
203437,1016,10,9500
203438,1017,2,パジャマ (Pajama)
203439,1017,1,委員長 (Chairman)
203440,1017,3,None
203441,1017,4,Character
203442,1017,5,Blue
203443,1017,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [Put this in the Waiting Room] When another Character of yours is placed from the Stage to the Waiting Room, if this is in the Back Row, you may pay cost. If so, put that Character back Rested in the Slot it was in."
203444,1017,7,0
203445,1017,8,1
203446,1017,9,0
203447,1017,10,2000
203448,1018,2,ポーカー (Poker)
203449,1018,1,動物 (Animal)
203450,1018,3,None
203451,1018,4,Character
203452,1018,5,Blue
203453,1018,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Stage, reveal the top card of your Deck. If it's a Climax card, this gains +3000 Power until the end of your Opponent's next turn. (Put the reveaed card back where it was)"
203454,1018,7,0
203455,1018,8,1
203456,1018,9,0
203457,1018,10,2500
203458,1019,2,かき氷 (Shaved Ice)
203459,1019,1,人形 (Doll)
203460,1019,3,None
203461,1019,4,Character
203462,1019,5,Blue
203463,1019,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this becomes Reversed in Battle, put this on bottom of the Deck."
203464,1019,7,0
203465,1019,8,1
203466,1019,9,0
203467,1019,10,3500
203468,1020,2,None
203469,1020,1,霊 (Spirit)
203470,1020,3,None
203471,1020,4,Character
203472,1020,5,Blue
203473,1020,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(1) Send this to Memory] When another Character of yours is placed from Stage to the Waiting Room, you may pay cost. If so, return that Character to your hand."
203474,1020,7,0
203475,1020,8,1
203476,1020,9,1
203477,1020,10,3000
203478,1021,2,メイド (Maid)
203479,1021,1,演劇 (Play)
203480,1021,3,None
203481,1021,4,Character
203482,1021,5,Blue
203483,1021,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 If there are 5 or more cards in your hand, this gains +1000 Power."
203484,1021,7,1
203485,1021,8,1
203486,1021,9,1
203487,1021,10,6500
203488,1022,2,鍋 (Nabe)
203489,1022,1,音楽 (Music)
203490,1022,3,None
203491,1022,4,Character
203492,1022,5,Blue
203493,1022,6,--None--
203494,1022,7,1
203495,1022,8,1
203496,1022,9,1
203497,1022,10,7000
203498,1023,2,スポーツ (Sports)
203499,1023,1,生徒会 (Student Council)
203500,1023,3,Soul
203501,1023,4,Character
203502,1023,5,Blue
203503,1023,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [Put the top card of your Deck in Clock] When the Battle Opponent of this becomes Reversed, you may pay cost. If so, draw a card."
203504,1023,7,1
203505,1023,8,1
203506,1023,9,2
203507,1023,10,8000
203508,1024,2,オカルト (Occult)
203509,1024,1,新聞 (Newspaper)
203510,1024,3,Soul
203511,1024,4,Character
203512,1024,5,Blue
203513,1024,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 If there are 6 or more cards in your hand, this gains +1500 Power."
203514,1024,7,1
203515,1024,8,1
203516,1024,9,2
203517,1024,10,8000
203518,1025,2,None
203519,1025,1,None
203520,1025,3,None
203521,1025,4,Event
203522,1025,5,Blue
203523,1025,6,"Choose a 'Kasumi, ""Life"" of Sisters' in your Memory and put it in Bag. Put this in Bag."
203524,1025,7,0
203525,1025,8,0
203526,1025,9,1
203527,1025,10,0
203528,1026,2,None
203529,1026,1,None
203530,1026,3,2 Soul
203531,1026,4,Climax
203532,1026,5,Blue
203533,1026,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from your hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +2000 Power and +1 Soul for the rest of this turn."
203534,1026,7,0
203535,1026,8,0
203536,1026,9,0
203537,1026,10,0
203538,1027,2,先生 (Teacher)
203539,1027,1,魔法 (Magic)
203540,1027,3,Soul
203541,1027,4,Character
203542,1027,5,Yellow
203543,1027,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Stage, draw up to 2 cards, and discard a card from hand to the Waiting Room.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(1) Discard a card from hand to the Waiting Room.] When this attacks, you may pay cost. If so, all your Characters gain +500 Power and +1 Soul for the rest of this turn."
203544,1027,7,2
203545,1027,8,2
203546,1027,9,3
203547,1027,10,9500
203548,1028,2,None
203549,1028,1,魔法 (Magic)
203550,1028,3,Soul
203551,1028,4,Character
203552,1028,5,Red
203553,1028,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this attacks, if ""Memory with Onii-san"" is in the Climax Zone, choose up to 1 card in your Opponent's Waiting Room and place it on top of the Deck, and all your Characters gain +2000 Power for the rest of this turn.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is Front Attacked, look at the top card of your Deck, and either put it on top of your Deck or put it in the Waiting Room.\line\b \b \b \b \b \b \b \b [S] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 (1) Choose 1 of your <<Magic>> Characters. That character gains +1500 Power for the rest of this turn."
203554,1028,7,2
203555,1028,8,2
203556,1028,9,3
203557,1028,10,10000
203558,1029,2,None
203559,1029,1,None
203560,1029,3,None
203561,1029,4,Event
203562,1029,5,Red
203563,1029,6,"Look at up to 4 cards from top of your Deck, and choose up to 1 <<Magic>> Character among them, reveal it, and put it to your hand. Put the other cards in the Waiting Room."
203564,1029,7,0
203565,1029,8,0
203566,1029,9,1
203567,1029,10,0
203568,1030,2,None
203569,1030,1,None
203570,1030,3,Gate
203571,1030,4,Climax
203572,1030,5,Red
203573,1030,6,\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 All your Characters gain +1000 Power and +1 Soul.
203574,1030,7,0
203575,1030,8,0
203576,1030,9,0
203577,1030,10,0
203578,1031,2,ドレス (Dress)
203579,1031,1,魔法 (Magic)
203580,1031,3,None
203581,1031,4,Character
203582,1031,5,Yellow
203583,1031,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Stage, this gains +1500 Power for the rest of this turn."
203584,1031,7,0
203585,1031,8,1
203586,1031,9,0
203587,1031,10,2500
203588,1032,2,シャケ (Salmon)
203589,1032,1,宇宙人 (Alien)
203590,1032,3,None
203591,1032,4,Character
203592,1032,5,Yellow
203593,1032,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Stage, reveal the top card of your Deck. If it is a Climax card, choose 1 of your characters. That Character gains +2 Soul for the rest of this turn. (Put the revealed card back where it was)"
203594,1032,7,0
203595,1032,8,1
203596,1032,9,0
203597,1032,10,2500
203598,1033,2,None
203599,1033,1,たとえ話 (Simple Example)
203600,1033,3,None
203601,1033,4,Character
203602,1033,5,Yellow
203603,1033,6,--None--
203604,1033,7,0
203605,1033,8,1
203606,1033,9,0
203607,1033,10,3000
203608,1034,2,生徒会 (Student Council)
203609,1034,1,魔法 (Magic)
203610,1034,3,Soul
203611,1034,4,Character
203612,1034,5,Yellow
203613,1034,6,"\b \b \b \b \b \b \b \b [S] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [COUNTER] \b SUPPORT 3000, Level 2 \b0 [(1) Discard this card from hand to the Waiting Room]"
203614,1034,7,1
203615,1034,8,1
203616,1034,9,2
203617,1034,10,2500
203618,1035,2,オモチャ (Toy)
203619,1035,1,魔法 (Magic)
203620,1035,3,Soul
203621,1035,4,Character
203622,1035,5,Yellow
203623,1035,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(1)] When the damage done by this is cancelled, you may pay cost. If so, draw 1 card."
203624,1035,7,1
203625,1035,8,1
203626,1035,9,2
203627,1035,10,8000
203628,1036,2,None
203629,1036,1,None
203630,1036,3,2 Soul
203631,1036,4,Climax
203632,1036,5,Yellow
203633,1036,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +2000 Power and +1 Soul for the rest of this turn."
203634,1036,7,0
203635,1036,8,0
203636,1036,9,0
203637,1036,10,0
203638,1037,2,王族 (Royalty)
203639,1037,1,生徒会 (Student Council)
203640,1037,3,None
203641,1037,4,Character
203642,1037,5,Red
203643,1037,6,\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b SUPPORT \b0 All your Characters in front of this gain +500 power.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b ENCORE \b0 [Discard a Character card from hand to the Waiting Room]
203644,1037,7,0
203645,1037,8,1
203646,1037,9,0
203647,1037,10,500
203648,1038,2,バナナ (Banana)
203649,1038,1,メカ (Mecha)
203650,1038,3,None
203651,1038,4,Character
203652,1038,5,Red
203653,1038,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 If your Level is 1 or higher, this does not Stand during your Stand phase."
203654,1038,7,0
203655,1038,8,1
203656,1038,9,0
203657,1038,10,3500
203658,1039,2,ナース (Nurse)
203659,1039,1,魔法 (Magic)
203660,1039,3,None
203661,1039,4,Character
203662,1039,5,Red
203663,1039,6,--None--
203664,1039,7,0
203665,1039,8,1
203666,1039,9,1
203667,1039,10,5500
203668,1040,2,メイド (Maid)
203669,1040,1,メカ (Mecha)
203670,1040,3,Soul
203671,1040,4,Character
203672,1040,5,Red
203673,1040,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this becomes Reversed, if the Battle Opponent is Level 2 or lower, you may Reverse that Character.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this becomes Reversed in Battle, choose 1 of your Characters. That character gains +1000 Power for the rest of this turn."
203674,1040,7,1
203675,1040,8,1
203676,1040,9,2
203677,1040,10,4500
203678,1041,2,None
203679,1041,1,None
203680,1041,3,2 Soul
203681,1041,4,Climax
203682,1041,5,Red
203683,1041,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +2000 Power and +1 Soul for the rest of this turn."
203684,1041,7,0
203685,1041,8,0
203686,1041,9,0
203687,1041,10,0
203688,1042,2,オモチャ (Toy)
203689,1042,1,魔法 (Magic)
203690,1042,3,Soul
203691,1042,4,Character
203692,1042,5,Yellow
203693,1042,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [Discard 3 Level 1 or higher Characters from hand to the Waiting Room] This ability may be played up to once per turn. When this attacks, if ""Selfish Aisia"" is in the Climax Zone, you may pay cost. If so, choose 1 of your Reversed Characters and Stand it."
203694,1042,7,2
203695,1042,8,2
203696,1042,9,2
203697,1042,10,8500
203698,1043,2,和服 (Yukata)
203699,1043,1,生徒会 (Student Council)
203700,1043,3,None
203701,1043,4,Character
203702,1043,5,Yellow
203703,1043,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this attacks, reveal the top card of your Deck. If it's a <<Student Council>> Character, this gains +1 Soul for the rest of this turn. (Put the revealed card back where it was)"
203704,1043,7,0
203705,1043,8,1
203706,1043,9,0
203707,1043,10,2500
203708,1044,2,None
203709,1044,1,霊 (Spirit)
203710,1044,3,Soul
203711,1044,4,Character
203712,1044,5,Yellow
203713,1044,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 This cannot be chosen as target of Opponent's effects.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from the Stage to the Waiting Room, send this to Memory."
203714,1044,7,1
203715,1044,8,1
203716,1044,9,1
203717,1044,10,5000
203718,1045,2,None
203719,1045,1,None
203720,1045,3,None
203721,1045,4,Event
203722,1045,5,Yellow
203723,1045,6,"Choose 1 of your Characters. That Character gains +1000 Power for the rest of this turn. Opponent may not use ""\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b ENCORE \b0"" for the rest of this turn. (This includes the ""\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b ENCORE \b0 [(3)]"" provided by the rules.) "
203724,1045,7,0
203725,1045,8,0
203726,1045,9,1
203727,1045,10,0
203728,1046,2,None
203729,1046,1,None
203730,1046,3,2 Soul
203731,1046,4,Climax
203732,1046,5,Yellow
203733,1046,6,\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 All your Characters gain +2 Soul.
203734,1046,7,0
203735,1046,8,0
203736,1046,9,0
203737,1046,10,0
203738,1047,2,None
203739,1047,1,None
203740,1047,3,Soul
203741,1047,4,Character
203742,1047,5,Green
203743,1047,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this attacks, if ""Let's Eat Together"" is in the Climax Zone, choose 1 of your other Characters. That Character gains +3000 Power for the rest of this turn, and this gains +3000 Power for the rest of this turn."
203744,1047,7,1
203745,1047,8,1
203746,1047,9,2
203747,1047,10,8000
203748,1048,2,魔法 (Magic)
203749,1048,1,音楽 (Music)
203750,1048,3,None
203751,1048,4,Character
203752,1048,5,Green
203753,1048,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this attacks, reveal the top card of your Deck. If it's a <<Music>> Character, this gains +2000 Power for the rest of this turn. (Put the revealed card back where it was)"
203754,1048,7,0
203755,1048,8,1
203756,1048,9,1
203757,1048,10,5000
203758,1049,2,かぼちゃ (Pumpkin)
203759,1049,1,音楽 (Music)
203760,1049,3,None
203761,1049,4,Character
203762,1049,5,Green
203763,1049,6,--None--
203764,1049,7,0
203765,1049,8,1
203766,1049,9,0
203767,1049,10,3000
203768,1050,2,None
203769,1050,1,None
203770,1050,3,2 Soul
203771,1050,4,Climax
203772,1050,5,Green
203773,1050,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Climax Zone, put the top card of your Deck to your Bag, and all your Characters gain +1 Soul for the rest of this turn."
203774,1050,7,0
203775,1050,8,0
203776,1050,9,0
203777,1050,10,0
203778,1051,2,水着 (Swimsuit)
203779,1051,1,生徒会 (Student Council)
203780,1051,3,Soul
203781,1051,4,Character
203782,1051,5,Red
203783,1051,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 For each of your other Characters with ""\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b ENCORE \b0 [Discard a Character card from hand to the Waiting Room]"", this gains +500 Power.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this attacks, if ""Erica, Sleepwalking"" is in the Climax Zone, choose a Character in your Waiting Room and return it to your hand."
203784,1051,7,2
203785,1051,8,2
203786,1051,9,2
203787,1051,10,7500
203788,1052,2,バナナ (Banana)
203789,1052,1,メカ (Mecha)
203790,1052,3,Soul
203791,1052,4,Character
203792,1052,5,Red
203793,1052,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 If you have another Character with ""Anzu"" in the name, this gains ""\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When the Battle Opponent of this becomes Reversed, you may put it on top of the Deck"".\line\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 If you have another Character with <<Chairman::, this gains +1000 Power."
203794,1052,7,1
203795,1052,8,1
203796,1052,9,1
203797,1052,10,4500
203798,1053,2,だんご (Dumpling)
203799,1053,1,魔法 (Magic)
203800,1053,3,None
203801,1053,4,Character
203802,1053,5,Red
203803,1053,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Stage, look at the top card of your Deck. Put it on top of the Deck or in the Waiting Room."
203804,1053,7,0
203805,1053,8,1
203806,1053,9,0
203807,1053,10,2500
203808,1054,2,None
203809,1054,1,None
203810,1054,3,Gate
203811,1054,4,Climax
203812,1054,5,Red
203813,1054,6,\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 All your Characters gain +1000 Power and +1 Soul.
203814,1054,7,0
203815,1054,8,0
203816,1054,9,0
203817,1054,10,0
203818,1055,2,演劇 (Play)
203819,1055,1,和服 (Yukata)
203820,1055,3,None
203821,1055,4,Character
203822,1055,5,Blue
203823,1055,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Stage, look at the top 2 cards of your Deck. Put the back in any order."
203824,1055,7,0
203825,1055,8,1
203826,1055,9,1
203827,1055,10,4500
203828,1056,2,巫女 (Miko)
203829,1056,1,委員長 (Chairman)
203830,1056,3,None
203831,1056,4,Character
203832,1056,5,Blue
203833,1056,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When ""Chairman's Miko Outfit"" is placed in the Climax Zone, reveal the top card of your Deck. If it's a <<Mecha>> Character, put it in Bag. (Otherwise put it back where it was)\line\b \b \b \b \b \b \b \b [S] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(1) Rest this] Reveal the top card of your Deck. If it's a <<Mecha>> Character, put it in your hand. (Otherwise put it back where it was)"
203834,1056,7,0
203835,1056,8,1
203836,1056,9,1
203837,1056,10,4000
203838,1057,2,傘 (Umbrella)
203839,1057,1,生徒会 (Student Council)
203840,1057,3,None
203841,1057,4,Character
203842,1057,5,Blue
203843,1057,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 All your other <<Student Council>> Characters gain ""\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b ENCORE \b0 [Discard a Character card from hand to the Waiting Room]""."
203844,1057,7,0
203845,1057,8,1
203846,1057,9,0
203847,1057,10,1000
203848,1058,2,None
203849,1058,1,None
203850,1058,3,None
203851,1058,4,Event
203852,1058,5,Blue
203853,1058,6,You cannot play this from hand if you don't have a <<Student Council>> Character.\lineChoose a card in your Clock and return it to your hand. Send this to Memory.
203854,1058,7,2
203855,1058,8,0
203856,1058,9,2
203857,1058,10,0
203858,1059,2,None
203859,1059,1,None
203860,1059,3,2 Soul
203861,1059,4,Climax
203862,1059,5,Blue
203863,1059,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +3 Soul for the rest of this turn."
203864,1059,7,0
203865,1059,8,0
203866,1059,9,0
203867,1059,10,0
203868,1060,2,生徒会 (Student Council)
203869,1060,1,魔法 (Magic)
203870,1060,3,None
203871,1060,4,Character
203872,1060,5,Yellow
203873,1060,6,\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 This cannot be chosen as target of Opponent's effects.\line\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b SUPPORT \b0 All your Characters in front of this gain +500 Power.
203874,1060,7,0
203875,1060,8,1
203876,1060,9,0
203877,1060,10,500
203878,1061,2,None
203879,1061,1,たとえ話 (Simple Example)
203880,1061,3,None
203881,1061,4,Character
203882,1061,5,Yellow
203883,1061,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(1) Discard a ""Heyo Brother"" from hand to the Waiting Room] When this attacks, you may pay cost. If so, search your Deck for up to 2 Characters with either <<Simple Example>> and/or <<Chairman::, reveal them, and put them in your hand. Shuffle your Deck.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(1)] When this is placed from the Stage to the Waiting Room, you may pay cost. If so, send this to Memory."
203884,1061,7,0
203885,1061,8,1
203886,1061,9,1
203887,1061,10,4500
203888,1062,2,オモチャ (Toy)
203889,1062,1,魔法 (Magic)
203890,1062,3,None
203891,1062,4,Character
203892,1062,5,Yellow
203893,1062,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Stage, this gains +1500 Power for the rest of this turn.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from the Stage to Memory, put this in the Bag."
203894,1062,7,0
203895,1062,8,1
203896,1062,9,0
203897,1062,10,2000
203898,1063,2,お菓子 (Sweets)
203899,1063,1,魔法 (Magic)
203900,1063,3,None
203901,1063,4,Character
203902,1063,5,Yellow
203903,1063,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this attacks, reveal the top card of your Deck. If it's a <<Magic>> Character, choose 1 of your Characters. That Character gains +1000 Power for the rest of this turn."
203904,1063,7,0
203905,1063,8,1
203906,1063,9,1
203907,1063,10,5000
203908,1064,2,None
203909,1064,1,None
203910,1064,3,2 Soul
203911,1064,4,Climax
203912,1064,5,Yellow
203913,1064,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +3 Soul for the rest of this turn."
203914,1064,7,0
203915,1064,8,0
203916,1064,9,0
203917,1064,10,0
203918,1065,2,魔法 (Magic)
203919,1065,1,音楽 (Music)
203920,1065,3,None
203921,1065,4,Character
203922,1065,5,Green
203923,1065,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 Your other Character in the Front Row Center Slot gains +1000 Power.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [Discard a card from hand to the Stage] When ""Wedding Ceremony Songstress"" is put to your Climax Zone, you may pay cost. If so, search your Deck for up to 1 <<Music>> Character, reveal it, and put it in your hand. Shuffle your Deck."
203924,1065,7,0
203925,1065,8,1
203926,1065,9,1
203927,1065,10,3000
203928,1066,2,None
203929,1066,1,None
203930,1066,3,None
203931,1066,4,Character
203932,1066,5,Green
203933,1066,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 If you have 2 or more other Characters without Traits, this gains +1000 Power."
203934,1066,7,0
203935,1066,8,1
203936,1066,9,0
203937,1066,10,2500
203938,1067,2,ヘッドフォン (Headphones)
203939,1067,1,音楽 (Music)
203940,1067,3,None
203941,1067,4,Character
203942,1067,5,Green
203943,1067,6,--None--
203944,1067,7,0
203945,1067,8,1
203946,1067,9,1
203947,1067,10,5500
203948,1068,2,魔法 (Magic)
203949,1068,1,音楽 (Music)
203950,1068,3,Soul
203951,1068,4,Character
203952,1068,5,Green
203953,1068,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 If there are 5 or more cards in your Bag, all your other Characters gain +1 Level and +500 Power.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When ""Not a Dream"" is placed to your Climax Zone, you may put the top card of your Deck in your Bag."
203954,1068,7,1
203955,1068,8,1
203956,1068,9,2
203957,1068,10,5000
203958,1069,2,None
203959,1069,1,魔法 (Magic)
203960,1069,3,Soul
203961,1069,4,Character
203962,1069,5,Red
203963,1069,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(1)] When a Level 2 or higher Battle Opponent of this becomes Reversed, you may pay cost. If so, choose a Character in your Waiting Room and return it to your hand."
203964,1069,7,1
203965,1069,8,1
203966,1069,9,2
203967,1069,10,8000
203968,1070,2,バナナ (Banana)
203969,1070,1,メカ (Mecha)
203970,1070,3,Soul
203971,1070,4,Character
203972,1070,5,Red
203973,1070,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b BODYGUARD \b0\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When tis attacks, if ""Banana Food's End"" is in the Climax Zone, you may choose up to 2 Characters in your Waiting Room and return them to your hand. If so, discard a card from your hand to the Waiting Room."
203974,1070,7,2
203975,1070,8,2
203976,1070,9,3
203977,1070,10,10000
203978,1071,2,王族 (Royalty)
203979,1071,1,生徒会 (Student Council)
203980,1071,3,Soul
203981,1071,4,Character
203982,1071,5,Red
203983,1071,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b SUPPORT \b0 All your Characters in front of this gain +X Power, where X = 500 times Level of that Character.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b ENCORE \b0 [Discard a Character card from hand to the Waiting Room]"
203984,1071,7,1
203985,1071,8,1
203986,1071,9,2
203987,1071,10,4500
203988,1072,2,風紀委員 (Judgment)
203989,1072,1,魔法 (Magic)
203990,1072,3,Soul
203991,1072,4,Character
203992,1072,5,Red
203993,1072,6,\b \b \b \b \b \b \b \b [S] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [Rest 2 of your Characters] This gains +2000 Power for the rest of this turn.
203994,1072,7,2
203995,1072,8,2
203996,1072,9,2
203997,1072,10,8500
203998,1073,2,メガネ (Glasses)
203999,1073,1,委員長 (Chairman)
204000,1073,3,None
204001,1073,4,Character
204002,1073,5,Blue
204003,1073,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 All your other Characters gain +500 Power during your Opponent's turn.\line\b \b \b \b \b \b \b \b [S] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [Discard a Climax from hand to the Waiting Room, Rest 2 of your Characters] Search your Deck for up to 1 Character with \b CHANGE \b0, reveal it, and put it in your hand. Shuffle your Deck."
204004,1073,7,0
204005,1073,8,1
204006,1073,9,0
204007,1073,10,1000
204008,1074,2,スポーツ (Sports)
204009,1074,1,生徒会 (Student Council)
204010,1074,3,None
204011,1074,4,Character
